"","hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref","na.rm"
"318","UPOY01.1248.1_25/63-436","UPOY01","SAMEA2737776","['uncultured_bacterium__EF645667']",0.0215972313505931,TRUE,"uncultured_bacterium__EF645667",TRUE
"319","UPOY01.1248.1_26/11-266","UPOY01","SAMEA2737776","['uncultured_bacterium__EF645667']",0.00336425459707886,TRUE,"uncultured_bacterium__EF645667",TRUE
"320","UERT01.182.1_12/64-437","UERT01","SAMN06115458","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"321","UERT01.182.1_13/11-266","UERT01","SAMN06115458","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"322","OYGO01.100.1_3/64-437","OYGO01","SAMN06165512","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372045,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"323","OYGO01.100.1_2/11-266","OYGO01","SAMN06165512","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.506418,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"324","OYGO01.1099.1_2/11-258","OYGO01","SAMN06165512","['Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"325","OYGO01.2020.1_1/1-206","OYGO01","SAMN06165512","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"326","ORCK01.92.1_13/64-437","ORCK01","SAMN06115433","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"327","ORCK01.92.1_14/11-266","ORCK01","SAMN06115433","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"328","UYCC01.33328.1_1/2-231","UYCC01","SAMEA2143633","['QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",1.5856081875511,TRUE,"QUERY___Peptococcaceae_bacterium_CEB3_dsrB",TRUE
"329","UYCC01.33328.1_2/4-89","UYCC01","SAMEA2143633","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.48987379648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"330","OWCG01.7792.1_1/64-125","OWCG01","SAMEA3708541","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Candidatus_Desulfovibrio_trichonymphae']",NA,TRUE,"Candidatus_Desulfovibrio_trichonymphae",TRUE
"331","ULTH01.29009.1_1/1-280","ULTH01","SAMEA4835729","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0887780545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"332","ULTH01.29659.1_1/11-198","ULTH01","SAMEA4835729","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.09935,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"333","ULTH01.8827.1_2/63-146","ULTH01","SAMEA4835729","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"334","ULTH01.31779.1_1/63-146","ULTH01","SAMEA4835729","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"335","ULTH01.23905.1_1/1-81","ULTH01","SAMEA4835729","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"336","OQQV01.41285.1_1/4-282","OQQV01","SAMN02712160","['Bilophila_sp._4_1_30__BilSpec3']",0.0107248645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"337","OQQV01.78867.1_1/1-93","OQQV01","SAMN02712160","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"338","OXWL01.18943.1_1/1-94","OXWL01","SAMN06164455","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.108092,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"339","UXRN01.18091.1_2/63-436","UXRN01","SAMEA2144304","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0558060545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"340","UXRN01.36488.1_3/50-216","UXRN01","SAMEA2144304","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"341","UXRN01.76753.1_1/1-155","UXRN01","SAMEA2144304","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.867365796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"342","UXRN01.18091.1_1/11-148","UXRN01","SAMEA2144304","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"343","UXRN01.78146.1_2/1-127","UXRN01","SAMEA2144304","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"344","UXRN01.78146.1_1/6-84","UXRN01","SAMEA2144304","['Desulfitibacter_alkalitolerans__DfiAlka2']",NA,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"345","OWSA01.10010.1_2/53-397","OWSA01","SAMEA4378328","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.35472398423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"346","OWSA01.10010.1_3/5-240","OWSA01","SAMEA4378328","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.32296779648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"347","OVFL01.784.1_15/64-437","OVFL01","SAMN06016342","['Bilophila_sp._4_1_30__BilSpec3']",0.0200168645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"348","OVFL01.784.1_14/11-266","OVFL01","SAMN06016342","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"349","ORUZ01.72367.1_1/1-171","ORUZ01","SAMEA2338804","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"350","ORUZ01.25874.1_2/6-139","ORUZ01","SAMEA2338804","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"351","ORUZ01.68254.1_2/11-129","ORUZ01","SAMEA2338804","['Bilophila_sp._4_1_30__BilSpec3']",0.0182928645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"352","ORUZ01.41283.1_2/57-175","ORUZ01","SAMEA2338804","['Bilophila_sp._4_1_30__BilSpec3']",0.0745028645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"353","ULUJ01.93488.1_1/1-207","ULUJ01","SAMEA4835757","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0673500545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"354","ULUJ01.86331.1_1/1-123","ULUJ01","SAMEA4835757","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"355","OXOK01.726.1_1/103-476","OXOK01","SAMN05826746","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"356","OXOK01.726.1_2/11-266","OXOK01","SAMN05826746","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"357","ORMC01.19464.1_1/11-108","ORMC01","SAMN04329816","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"358","ORMC01.19464.1_2/1-123","ORMC01","SAMN04329816","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.015434,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"359","OPYT01.3019.1_4/11-266","OPYT01","SAMD00036228","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"360","OPYT01.3019.1_5/19-277","OPYT01","SAMD00036228","['Bilophila_sp._4_1_30__BilSpec3']",0.00945986459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"361","ORNY01.19979.1_2/64-238","ORNY01","SAMEA2338696","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.015468,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"362","ORNY01.19161.1_3/1-107","ORNY01","SAMEA2338696","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"363","ORNY01.47016.1_2/11-118","ORNY01","SAMEA2338696","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"364","OUQF01.46913.1_1/3-244","OUQF01","SAMN05194701","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0756660545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"365","OYUI01.1891.1_1/1-297","OYUI01","SAMN06165690","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"366","OYUI01.2915.1_1/6-186","OYUI01","SAMN06165690","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.989917796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"367","OYUI01.6852.1_1/22-173","OYUI01","SAMN06165690","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"368","OYUI01.3132.1_1/1-132","OYUI01","SAMN06165690","['Bilophila_sp._4_1_30__BilSpec3']",0.0443298645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"369","OYUI01.2915.1_2/1-112","OYUI01","SAMN06165690","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"370","OYUI01.1891.1_2/11-95","OYUI01","SAMN06165690","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.183828,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"371","ORKN01.10695.1_1/1-285","ORKN01","SAMN04329856","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.18655998423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"372","OWSU01.53326.1_1/1-289","OWSU01","SAMEA4378292","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"373","OWSU01.23308.1_2/11-266","OWSU01","SAMEA4378292","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"374","OWSU01.4362.1_12/1-208","OWSU01","SAMEA4378292","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"375","OWSU01.23308.1_1/1-124","OWSU01","SAMEA4378292","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"376","OWSU01.87676.1_1/1-101","OWSU01","SAMEA4378292","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"377","OWSU01.87844.1_1/1-101","OWSU01","SAMEA4378292","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"378","OWSU01.87844.1_2/11-75","OWSU01","SAMEA4378292","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_piger__DslPige2']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"379","UBVR01.17981.1_1/11-265","UBVR01","SAMEA4431962","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"380","UBVR01.17981.1_2/1-231","UBVR01","SAMEA4431962","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"381","UPPW01.159.1_46/62-435","UPPW01","SAMEA2737743","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372045,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"382","UPPW01.159.1_45/11-266","UPPW01","SAMEA2737743","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.494987,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"383","UPNB01.100192.1_1/1-170","UPNB01","SAMEA2737848","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"384","UPNB01.98920.1_1/1-172","UPNB01","SAMEA2737848","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"385","OYUV01.381.1_1/63-436","OYUV01","SAMN06165682","['Desulfovibrio_sp._3_1_syn3__DsvSp230']",0.00163007658637108,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230",TRUE
"386","OYUV01.655.1_2/1-338","OYUV01","SAMN06165682","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"387","OYUV01.655.1_1/11-266","OYUV01","SAMN06165682","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"388","OYUV01.381.1_2/11-266","OYUV01","SAMN06165682","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",0.0439477877444196,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231",TRUE
"389","OWCI01.4612.1_5/64-437","OWCI01","SAMEA3708670","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"390","OWCI01.30854.1_1/57-346","OWCI01","SAMEA3708670","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"391","OWCI01.296.1_2/11-266","OWCI01","SAMEA3708670","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0969310545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"392","OWCI01.4612.1_4/11-266","OWCI01","SAMEA3708670","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.009722,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"393","OWCI01.296.1_1/1-101","OWCI01","SAMEA3708670","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2', 'Desulfovibrio_piger__DslPige4']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"394","OWCI01.68494.1_2/1-101","OWCI01","SAMEA3708670","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"395","OWCI01.68494.1_1/11-75","OWCI01","SAMEA3708670","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_piger__DslPige2']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"396","OZUZ01.24779.1_1/6-86","OZUZ01","SAMN06164889","[]",NA,FALSE,NA,TRUE
"397","UYDZ01.26636.1_2/64-139","UYDZ01","SAMEA1972188","['Bilophila_sp._4_1_30__BilSpec3']",0.0906118645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"398","UPXD01.691.1_24/64-437","UPXD01","SAMN06112021","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"399","UPXD01.2.1_99/62-435","UPXD01","SAMN06112021","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.387167,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"400","UPXD01.691.1_23/11-266","UPXD01","SAMN06112021","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"401","UPXD01.2.1_100/11-266","UPXD01","SAMN06112021","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.494987,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"402","UPXD01.109038.1_1/1-138","UPXD01","SAMN06112021","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"403","UMCG01.31402.1_1/1-347","UMCG01","SAMEA4835963","['Desulfovibrio_sp._3_1_syn3__DsvSp230']",0.00790107658637108,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230",TRUE
"404","UMCG01.63482.1_1/1-174","UMCG01","SAMEA4835963","['Bilophila_sp._4_1_30__BilSpec3']",0.0136698645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"405","UMCG01.65871.1_1/2-99","UMCG01","SAMEA4835963","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"406","ORKP01.88433.1_1/2-175","ORKP01","SAMN04329774","['Bilophila_sp._4_1_30__BilSpec3']",0.0283188645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"407","UYFG01.62741.1_1/5-119","UYFG01","SAMEA2152531","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.14230779648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"408","UYFG01.62741.1_2/1-100","UYFG01","SAMEA2152531","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.37982198423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"409","OYRM01.1253.1_1/64-397","OYRM01","SAMN06165663","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.051869,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"410","OYRM01.1554.1_2/1-238","OYRM01","SAMN06165663","['QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"411","UPML01.16805.1_1/51-424","UPML01","SAMEA2737860","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0769720545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"412","UPML01.16805.1_2/11-266","UPML01","SAMEA2737860","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.107573054566389,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"413","OYPS01.3119.1_1/1-196","OYPS01","SAMN06165490","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"414","OYPS01.5754.1_2/1-123","OYPS01","SAMN06165490","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"415","OWSH01.22541.1_1/32-302","OWSH01","SAMEA4378310","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.439883054566389,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"416","OWSH01.22541.1_2/11-100","OWSH01","SAMEA4378310","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"417","OWSH01.27182.1_1/62-135","OWSH01","SAMEA4378310","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Candidatus_Desulfovibrio_trichonymphae']",NA,TRUE,"Candidatus_Desulfovibrio_trichonymphae",TRUE
"418","OYUU01.401.1_2/52-399","OYUU01","SAMN06165710","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.16306098423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"419","OYUU01.401.1_3/7-240","OYUU01","SAMN06165710","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.941330796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"420","ORRQ01.6132.1_4/63-436","ORRQ01","SAMEA2338628","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0618960545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"421","ORRQ01.6132.1_3/11-266","ORRQ01","SAMEA2338628","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.046534,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"422","ORRQ01.63687.1_2/11-143","ORRQ01","SAMEA2338628","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"423","ORRQ01.63687.1_1/1-131","ORRQ01","SAMEA2338628","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"424","OWHK01.3364.1_5/62-435","OWHK01","SAMN04480494","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372045,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"425","OWHK01.3364.1_6/11-266","OWHK01","SAMN04480494","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.588714,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"426","UXRK01.9861.1_1/63-436","UXRK01","SAMEA2151703","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0688440545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"427","UXRK01.9861.1_2/11-266","UXRK01","SAMEA2151703","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0750810545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"428","JAJXMQ01.202.1_1/63-396","JAJXMQ01","SAMN23483689","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.021741,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"429","JAJXMQ01.382.1_2/11-266","JAJXMQ01","SAMN23483689","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.08287,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"430","USXT01.2736.1_8/63-436","USXT01","SAMN06112091","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"431","USXT01.2736.1_4/63-436","USXT01","SAMN06112091","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"432","USXT01.2736.1_3/11-266","USXT01","SAMN06112091","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0590590545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"433","USXT01.2736.1_7/11-266","USXT01","SAMN06112091","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0590590545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"434","USXT01.92640.1_1/4-163","USXT01","SAMN06112091","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.275272,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"435","OYHX01.1232.1_1/64-437","OYHX01","SAMN06165348","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
